,name,neighborhood,property_type,room_type,amenities,price
597,Downtown  Nest,Portland Downtown,Entire rental unit,Entire home/apt,"[""Single level home"", ""Coffee maker"", ""Elevator"", ""Cooking basics"", ""Dedicated workspace"", ""Hair dryer"", ""Clothing storage: dresser and closet"", ""Iron"", ""Fire pit"", ""TV"", ""Kitchen"", ""Microwave"", ""Keypad"", ""Extra pillows and blankets"", ""Body soap"", ""Dishes and silverware"", ""Stove"", ""BBQ grill"", ""First aid kit"", ""Shared pool"", ""Refrigerator"", ""Shampoo"", ""Hangers"", ""Shower gel"", ""Wine glasses"", ""Wifi"", ""Shared hot tub"", ""Hot water"", ""Dryer"", ""Long term stays allowed"", ""Private patio or balcony"", ""Heating"", ""Cleaning products"", ""Outdoor furniture"", ""Conditioner"", ""Private entrance"", ""Essentials"", ""Smoke alarm"", ""Bathtub"", ""Washer"", ""Oven"", ""Air conditioning"", ""Room-darkening shades"", ""Freezer"", ""Toaster"", ""Paid parking off premises"", ""Bed linens"", ""Shared sauna"", ""Dishwasher"", ""Baking sheet"", ""Outdoor dining area"", ""Rice maker""]",95.0
598,The Perch - Relax in style/Walkable Location!,Boise,Entire guest suite,Entire home/apt,"[""Security cameras on property"", ""Laundromat nearby"", ""Coffee maker"", ""Dedicated workspace"", ""Hair dryer"", ""Iron"", ""Free street parking"", ""Keypad"", ""Cable TV"", ""Microwave"", ""Barbecue utensils"", ""Cleaning before checkout"", ""Body soap"", ""Dishes and silverware"", ""First aid kit"", ""Carbon monoxide alarm"", ""Shampoo"", ""Hangers"", ""Shower gel"", ""Wifi"", ""Hot water"", ""Long term stays allowed"", ""Private patio or balcony"", ""Heating"", ""Luggage dropoff allowed"", ""Conditioner"", ""Private entrance"", ""Shared fenced garden or backyard"", ""Essentials"", ""Smoke alarm"", ""Mini fridge"", ""Air conditioning"", ""HDTV with Netflix, HBO Max, Amazon Prime Video, standard cable"", ""Freezer"", ""Bed linens"", ""BBQ grill"", ""Fire extinguisher""]",121.0
599,Heart of Belmont/Hawthorne,Sunnyside,Entire rental unit,Entire home/apt,"[""Host greets you"", ""Shampoo"", ""TV"", ""Kitchen"", ""Smoke alarm"", ""Hangers"", ""Washer"", ""Free parking on premises"", ""Wifi"", ""Dryer"", ""Long term stays allowed"", ""Dishes and silverware"", ""Heating"", ""Fire extinguisher"", ""Dedicated workspace"", ""Hair dryer"", ""Iron"", ""Carbon monoxide alarm""]",170.0
600,Studio Apt/Private/Peaceful Mt. Tabor Neighborhood,Mt. Tabor,Entire residential home,Entire home/apt,"[""Coffee maker"", ""Cooking basics"", ""Dedicated workspace"", ""Hair dryer"", ""Iron"", ""Free street parking"", ""Kitchen"", ""Cable TV"", ""Microwave"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Stove"", ""First aid kit"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Hot water"", ""Backyard"", ""Long term stays allowed"", ""Lockbox"", ""Luggage dropoff allowed"", ""Heating"", ""Essentials"", ""Smoke alarm"", ""TV with standard cable"", ""Air conditioning"", ""Bed linens"", ""Fire extinguisher"", ""Patio or balcony""]",50.0
601,Yellow Door / Heart of NW District /  Free Parking,Northwest District,Entire rental unit,Entire home/apt,"[""Portable fans"", ""Laundromat nearby"", ""Children\u2019s books and toys"", ""Coffee maker"", ""Cooking basics"", ""Dedicated workspace"", ""Hair dryer"", ""Clothing storage: closet"", ""Iron"", ""Free street parking"", ""Kitchen"", ""Cable TV"", ""Microwave"", ""Barbecue utensils"", ""Keypad"", ""Extra pillows and blankets"", ""Cleaning before checkout"", ""Body soap"", ""Dishes and silverware"", ""Stove"", ""First aid kit"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Shampoo"", ""Hangers"", ""Shower gel"", ""Pocket wifi"", ""Wifi"", ""Wine glasses"", ""Hot water"", ""Dryer"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Heating"", ""Cleaning products"", ""Outdoor furniture"", ""Conditioner"", ""Private entrance"", ""High chair"", ""Essentials"", ""Hot water kettle"", ""Smoke alarm"", ""Washer"", ""TV with standard cable"", ""Oven"", ""Free parking on premises"", ""Air conditioning"", ""Pack \u2019n play/Travel crib"", ""Freezer"", ""Toaster"", ""Bed linens"", ""Dining table"", ""Baking sheet"", ""Outdoor dining area"", ""BBQ grill"", ""Fire extinguisher"", ""Shared patio or balcony""]",147.0
602,3 Night Minimum;  Private Guest Suite,Hillsdale,Entire rental unit,Entire home/apt,"[""Single level home"", ""Dr. Bronner's soap and there's hotel shampoo and conditioner plus hairdryer. body soap"", ""Laundromat nearby"", ""Ethernet connection"", ""Pour-over coffee"", ""Coffee maker"", ""Cooking basics"", ""Dedicated workspace"", ""Hair dryer"", ""Clothing storage: dresser and closet"", ""Iron"", ""Free street parking"", ""Fire pit"", ""Kitchen"", ""Cable TV"", ""Microwave"", ""Keypad"", ""Extra pillows and blankets"", ""Free driveway parking on premises \u2013 1 space"", ""Drying rack for clothing"", ""Portable heater"", ""Dishes and silverware"", ""Central air conditioning"", ""48\"" HDTV with Netflix, Amazon Prime Video, Chromecast, standard cable"", ""Carbon monoxide alarm"", ""First aid kit"", ""Indoor fireplace"", ""Refrigerator"", ""Shampoo"", ""Private fenced garden or backyard"", ""Hangers"", ""Shower gel"", ""Wine glasses"", ""Wifi"", ""Hot water"", ""Long term stays allowed"", ""Washer \u2013\u00a0In unit"", ""Private patio or balcony"", ""Cleaning products"", ""Luggage dropoff allowed"", ""Boise sound station on desk Bluetooth sound system"", ""Outdoor furniture"", ""Breakfast"", ""Conditioner"", ""Private entrance"", ""Essentials"", ""Hot water kettle"", ""Smoke alarm"", ""Mini fridge"", ""Toaster"", ""Room-darkening shades"", ""Bed linens"", ""Dryer \u2013\u00a0In unit"", ""Central heating"", ""Outdoor dining area"", ""Fire extinguisher"", ""Keurig coffee machine""]",95.0
603,Walk to Reed from your private suite with balcony,Woodstock,Private room in bungalow,Private room,"[""Portable fans"", ""Security cameras on property"", ""Laundromat nearby"", ""Coffee maker"", ""Board games"", ""Free dryer \u2013 In building"", ""Hair dryer"", ""Clothing storage: dresser and closet"", ""Iron"", ""Free street parking"", ""Microwave"", ""Kitchen Aid refrigerator"", ""Extra pillows and blankets"", ""Body soap"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Host greets you"", ""Shampoo"", ""Hangers"", ""Shower gel"", ""Wifi"", ""Hot water"", ""Long term stays allowed"", ""Private patio or balcony"", ""Heating"", ""Cleaning products"", ""Luggage dropoff allowed"", ""Breakfast"", ""Conditioner"", ""Essentials"", ""Hot water kettle"", ""Smoke alarm"", ""Washer"", ""Mini fridge"", ""Free parking on premises"", ""Air conditioning"", ""Room-darkening shades"", ""Freezer"", ""Toaster"", ""Bed linens"", ""Lock on bedroom door"", ""Dedicated workspace: table"", ""Dishwasher"", ""Fire extinguisher"", ""Keurig coffee machine""]",65.0
604,Rose City Retreat,Rose City Park,Entire guest suite,Entire home/apt,"[""Portable fans"", ""Clothing storage: closet and dresser"", ""Laundromat nearby"", ""Counter top mini convection oven oven"", ""Coffee maker"", ""Cooking basics"", ""Dedicated workspace"", ""Board games"", ""Hair dryer"", ""Iron"", ""Fire extinguisher"", ""Free street parking"", ""Private hot tub"", ""TV"", ""Kitchen"", ""Microwave"", ""Extra pillows and blankets"", ""Alba shampoo"", ""Smart lock"", ""Dishes and silverware"", ""Fast wifi \u2013 73 Mbps"", ""Carbon monoxide alarm"", ""Shared pool"", ""Refrigerator"", ""Private fenced garden or backyard"", ""Hangers"", ""Wine glasses"", ""Hot water"", ""Dryer"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Heating"", ""Cleaning products"", ""Outdoor furniture"", ""Private entrance"", ""High chair"", ""Rainbath body soap"", ""Essentials"", ""Hot water kettle"", ""Smoke alarm"", ""Washer"", ""Mini fridge"", ""Toaster"", ""Room-darkening shades"", ""Pack \u2019n play/Travel crib"", ""Bed linens"", ""Dining table"", ""Outdoor dining area"", ""BBQ grill"", ""Alba conditioner""]",81.0
605,Garden Studio w/ Deck & Sauna,Foster-Powell,Entire guest suite,Entire home/apt,"[""Outlet covers"", ""Portable fans"", ""Laundromat nearby"", ""Washer \u2013\u00a0In building"", ""Coffee maker"", ""Cooking basics"", ""Hair dryer"", ""Essential Wholesale: Paraben & Sulfate free, Vegan, high quality and ecofriendly shampoo"", ""Iron"", ""Free street parking"", ""Single Burner Induction Stove with proper pots and pans induction stove"", ""Kitchen"", ""Microwave"", ""Cleaning before checkout"", ""Extra pillows and blankets"", ""Essential Wholesale: Paraben & Sulfate free, Vegan, high quality and ecofriendly conditioner"", ""Portable heater"", ""Dishes and silverware"", ""Smart lock"", ""Central air conditioning"", ""First aid kit"", ""Carbon monoxide alarm"", ""Hangers"", ""Shower gel"", ""Hot water"", ""Backyard"", ""Long term stays allowed"", ""TV with Netflix, Amazon Prime Video, HBO Max"", ""Luggage dropoff allowed"", ""Ceiling fan"", ""Dryer \u2013 In building"", ""Sound system with aux"", ""Private entrance"", ""Essentials"", ""Smoke alarm"", ""Mini fridge"", ""Room-darkening shades"", ""Bed linens"", ""Central heating"", ""Dedicated workspace: table"", ""Fast wifi \u2013 211 Mbps"", ""Essential Wholesale: Paraben & Sulfate free, Vegan, high quality and ecofriendly body soap"", ""BBQ grill"", ""Fire extinguisher"", ""Patio or balcony""]",83.0
606,Light Airy Bedroom for Two Close to Adidas Campus,Overlook,Private room in residential home,Private room,"[""Shampoo"", ""Essentials"", ""Kitchen"", ""Smoke alarm"", ""Washer"", ""Hangers"", ""Keypad"", ""Extra pillows and blankets"", ""Wifi"", ""Hot water"", ""Dryer"", ""Long term stays allowed"", ""Bed linens"", ""Luggage dropoff allowed"", ""Heating"", ""Fire extinguisher"", ""Dedicated workspace"", ""Hair dryer"", ""Iron"", ""Free street parking""]",40.0
607,MB’s Guest House.  Cozy 2 bedroom in SE Portland.,Woodstock,Entire bungalow,Entire home/apt,"[""Single level home"", ""Coffee maker"", ""Cooking basics"", ""Dedicated workspace"", ""Hair dryer"", ""Iron"", ""Free street parking"", ""Kitchen"", ""Cable TV"", ""Microwave"", ""Keypad"", ""Dishes and silverware"", ""Stove"", ""First aid kit"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Hot water"", ""Dryer"", ""Long term stays allowed"", ""Private patio or balcony"", ""Heating"", ""Luggage dropoff allowed"", ""Outdoor furniture"", ""Essentials"", ""Smoke alarm"", ""Washer"", ""TV with standard cable"", ""Oven"", ""Air conditioning"", ""Pack \u2019n play/Travel crib"", ""Bed linens"", ""Private garden or backyard"", ""Dishwasher"", ""Outdoor dining area"", ""BBQ grill"", ""Fire extinguisher""]",140.0
608,"Bright, clean, private apartment. Walk/bike/drive",Buckman,Entire residential home,Entire home/apt,"[""Portable fans"", ""Fast wifi \u2013 57 Mbps"", ""Laundromat nearby"", ""Coffee maker"", ""Cooking basics"", ""Hair dryer"", ""Iron"", ""Free street parking"", ""Clothing storage: walk-in closet, dresser, and closet"", ""Kitchen"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Earth friendly brands conditioner"", ""32\"" HDTV with Roku"", ""Stove"", ""First aid kit"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Shampoo"", ""Dedicated workspace: desk and office chair"", ""Hangers"", ""Shower gel"", ""Wine glasses"", ""Hot water"", ""Dryer"", ""Long term stays allowed"", ""Lockbox"", ""Luggage dropoff allowed"", ""Cleaning products"", ""Ceiling fan"", ""Outdoor furniture"", ""Private entrance"", ""Essentials"", ""Hot water kettle"", ""Smoke alarm"", ""Washer"", ""Oven"", ""Earth friendly brands. body soap"", ""Air conditioning"", ""Toaster"", ""Freezer"", ""Bed linens"", ""Dining table"", ""Dishwasher"", ""Radiant heating"", ""Baking sheet"", ""Outdoor dining area"", ""Fire extinguisher"", ""Shared patio or balcony""]",100.0
609,"Stylish, Bright Townhouse - Nob Hill 2B/1B",Northwest District,Entire condominium (condo),Entire home/apt,"[""Coffee maker"", ""Cooking basics"", ""Dedicated workspace"", ""Hair dryer"", ""Iron"", ""Free street parking"", ""Kitchen"", ""Cable TV"", ""Microwave"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Stove"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Shampoo"", ""Hangers"", ""Shower gel"", ""Wifi"", ""Hot water"", ""Dryer"", ""Long term stays allowed"", ""Lockbox"", ""Heating"", ""Private entrance"", ""Essentials"", ""Free parking on premises"", ""Smoke alarm"", ""Bathtub"", ""Washer"", ""TV with standard cable"", ""Oven"", ""Room-darkening shades"", ""Bed linens"", ""Dishwasher"", ""Baking sheet"", ""Fire extinguisher"", ""Patio or balcony""]",110.0
610,Fully furnished ADU In Heart of Alberta Arts Dist.,Concordia,Entire guesthouse,Entire home/apt,"[""Dedicated workspace"", ""Hair dryer"", ""Free street parking"", ""Iron"", ""TV"", ""Kitchen"", ""Dishes and silverware"", ""First aid kit"", ""Carbon monoxide alarm"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Hot water"", ""Dryer"", ""Long term stays allowed"", ""Heating"", ""Essentials"", ""Smoke alarm"", ""Washer"", ""Air conditioning"", ""Fire extinguisher""]",95.0
611,The Historic Hafner Haus- 9 Bedrooms+Meeting Space,Portland Downtown,Entire residential home,Entire home/apt,"[""Children\u2019s books and toys"", ""Ethernet connection"", ""Coffee maker"", ""Cooking basics"", ""Dedicated workspace"", ""Hair dryer"", ""Iron"", ""Free street parking"", ""TV"", ""Kitchen"", ""Microwave"", ""Keypad"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Stove"", ""First aid kit"", ""Carbon monoxide alarm"", ""Indoor fireplace"", ""Refrigerator"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Hot water"", ""Dryer"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Heating"", ""Breakfast"", ""Private entrance"", ""High chair"", ""Essentials"", ""Free parking on premises"", ""Smoke alarm"", ""Washer"", ""Oven"", ""Pack \u2019n play/Travel crib"", ""Bed linens"", ""Dishwasher"", ""Fire extinguisher"", ""Patio or balcony""]",1071.0
612,Charming Bungalow Close in SE Portland with A/C,Creston-Kenilworth,Entire bungalow,Entire home/apt,"[""Coffee maker"", ""Cooking basics"", ""Hair dryer"", ""Iron"", ""Free street parking"", ""TV"", ""Kitchen"", ""Microwave"", ""Keypad"", ""Dishes and silverware"", ""Stove"", ""First aid kit"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Hot water"", ""Dryer"", ""Backyard"", ""Long term stays allowed"", ""Heating"", ""Private entrance"", ""Essentials"", ""Free parking on premises"", ""Smoke alarm"", ""Washer"", ""Oven"", ""Air conditioning"", ""Dishwasher"", ""Fire extinguisher"", ""Patio or balcony""]",116.0
613,Come Home To A Place You've Never Been Before,Woodstock,Entire residential home,Entire home/apt,"[""Children\u2019s books and toys"", ""Coffee maker"", ""Cooking basics"", ""Dedicated workspace"", ""Hair dryer"", ""Iron"", ""Free street parking"", ""TV"", ""Kitchen"", ""Microwave"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Stove"", ""Carbon monoxide alarm"", ""Indoor fireplace"", ""Host greets you"", ""Refrigerator"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Hot water"", ""Dryer"", ""Backyard"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Heating"", ""Private entrance"", ""Essentials"", ""Free parking on premises"", ""Smoke alarm"", ""Washer"", ""Oven"", ""Air conditioning"", ""Pack \u2019n play/Travel crib"", ""Bed linens"", ""Fire extinguisher"", ""Patio or balcony""]",380.0
614,The Hydrangea House in Alameda,Beaumont-Wilshire,Entire rental unit,Entire home/apt,"[""Portable fans"", ""Laundromat nearby"", ""Pour-over coffee"", ""Coffee maker"", ""Dedicated workspace"", ""Hair dryer"", ""Iron"", ""Free street parking"", ""Kitchen"", ""Cable TV"", ""Microwave"", ""Keypad"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""First aid kit"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Hot water"", ""Backyard"", ""Luggage dropoff allowed"", ""Heating"", ""Private entrance"", ""Essentials"", ""Free parking on premises"", ""Smoke alarm"", ""TV with standard cable"", ""Mini fridge"", ""Air conditioning"", ""Bed linens"", ""Nespresso machine"", ""Fire extinguisher"", ""Patio or balcony""]",85.0
615,Modern Sanctuary in the heart of Concordia.,Concordia,Entire guest suite,Entire home/apt,"[""Outlet covers"", ""Portable fans"", ""Single level home"", ""Security cameras on property"", ""Coffee maker"", ""Portable air conditioning"", ""Cooking basics"", ""Dedicated workspace"", ""Board games"", ""Hair dryer"", ""Iron"", ""Free street parking"", ""Kitchen"", ""Microwave"", ""Keypad"", ""Extra pillows and blankets"", ""Body soap"", ""Free dryer \u2013 In unit"", ""Dishes and silverware"", ""Stove"", ""Clothing storage"", ""Carbon monoxide alarm"", ""First aid kit"", ""Refrigerator"", ""Shampoo"", ""Hangers"", ""Shower gel"", ""Wine glasses"", ""Wifi"", ""Hot water"", ""Long term stays allowed"", ""Heating"", ""Cleaning products"", ""Baking sheet"", ""Conditioner"", ""Private entrance"", ""Essentials"", ""Hot water kettle"", ""Smoke alarm"", ""Bathtub"", ""Oven"", ""Toaster"", ""Room-darkening shades"", ""Pack \u2019n play/Travel crib"", ""Freezer"", ""Bed linens"", ""Dining table"", ""Dishwasher"", ""HDTV with Amazon Prime Video, Netflix"", ""Free washer \u2013 In unit"", ""Fire extinguisher""]",122.0
616,Greenwich Place,Arbor Lodge,Entire serviced apartment,Entire home/apt,"[""Coffee maker"", ""Cooking basics"", ""Dedicated workspace"", ""Hair dryer"", ""Iron"", ""Free street parking"", ""Kitchen"", ""Cable TV"", ""Microwave"", ""Keypad"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Stove"", ""First aid kit"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Hot water"", ""Dryer"", ""Long term stays allowed"", ""Heating"", ""Private entrance"", ""Essentials"", ""Smoke alarm"", ""Washer"", ""TV with standard cable"", ""Oven"", ""Air conditioning"", ""Fire extinguisher""]",76.0
617,"Spacious 1,000 sq ft 2 bed/1 bath w/ Private Entry",Piedmont,Entire guest suite,Entire home/apt,"[""Portable fans"", ""Coffee maker"", ""Cooking basics"", ""Dedicated workspace"", ""Board games"", ""Hair dryer"", ""Iron"", ""Free street parking"", ""TV"", ""Kitchen"", ""Microwave"", ""Extra pillows and blankets"", ""Smart lock"", ""Dishes and silverware"", ""First aid kit"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Shampoo"", ""Hangers"", ""Shower gel"", ""Wifi"", ""Hot water"", ""Backyard"", ""Long term stays allowed"", ""Heating"", ""Cleaning products"", ""Conditioner"", ""Private entrance"", ""Essentials"", ""Free parking on premises"", ""Smoke alarm"", ""Mini fridge"", ""Air conditioning"", ""Room-darkening shades"", ""Pack \u2019n play/Travel crib"", ""Toaster"", ""Bed linens"", ""Dining table"", ""Baby safety gates"", ""Fire extinguisher""]",195.0
